Descriptor,Borough,hour,justHourSize
Flood Light Lamp Missing,MANHATTAN,11,3
Flood Light Lamp Missing,MANHATTAN,13,3
Flood Light Lamp Missing,MANHATTAN,15,3
Flood Light Lamp Missing,MANHATTAN,16,2
Flood Light Lamp Missing,MANHATTAN,18,1
Flood Light Lamp Missing,MANHATTAN,19,1
Flood Light Lamp Missing,MANHATTAN,20,1
Flood Light Lamp Missing,MANHATTAN,21,1
Flood Light Lamp Missing,MANHATTAN,22,1
Flood Light Lamp Missing,QUEENS,1,1
Flood Light Lamp Missing,QUEENS,7,4
Flood Light Lamp Missing,QUEENS,8,1
Flood Light Lamp Missing,QUEENS,9,6
Flood Light Lamp Missing,QUEENS,10,6
Flood Light Lamp Missing,QUEENS,11,4
Flood Light Lamp Missing,QUEENS,12,4
Flood Light Lamp Missing,QUEENS,13,4
Flood Light Lamp Missing,QUEENS,14,2
Flood Light Lamp Missing,QUEENS,15,3
Flood Light Lamp Missing,QUEENS,16,7
Flood Light Lamp Missing,QUEENS,17,1
Flood Light Lamp Missing,QUEENS,18,3
Flood Light Lamp Missing,QUEENS,19,3
Flood Light Lamp Missing,QUEENS,20,4
Flood Light Lamp Missing,QUEENS,21,1
Flood Light Lamp Missing,QUEENS,22,5
Flood Light Lamp Missing,STATEN ISLAND,9,1
Flood Light Lamp Missing,STATEN ISLAND,10,1
Flood Light Lamp Missing,STATEN ISLAND,15,4
Flood Light Lamp Missing,STATEN ISLAND,18,1
Flood Light Lamp Missing,STATEN ISLAND,19,1
Flood Light Lamp Missing,Unspecified,8,1
Flood Light Lamp Missing,Unspecified,10,2
Flood Light Lamp Out,BRONX,0,3
Flood Light Lamp Out,BRONX,1,3
Flood Light Lamp Out,BRONX,2,1
Flood Light Lamp Out,BRONX,6,4
Flood Light Lamp Out,BRONX,7,34
Flood Light Lamp Out,BRONX,8,63
Flood Light Lamp Out,BRONX,9,204
Flood Light Lamp Out,BRONX,10,236
Flood Light Lamp Out,BRONX,11,202
Flood Light Lamp Out,BRONX,12,105
Flood Light Lamp Out,BRONX,13,158
Flood Light Lamp Out,BRONX,14,138
Flood Light Lamp Out,BRONX,15,98
Flood Light Lamp Out,BRONX,16,67
Flood Light Lamp Out,BRONX,17,11
Flood Light Lamp Out,BRONX,18,3
Flood Light Lamp Out,BRONX,19,7
Flood Light Lamp Out,BRONX,20,4
Flood Light Lamp Out,BRONX,21,5
Flood Light Lamp Out,BRONX,22,5
Flood Light Lamp Out,BRONX,23,5
Flood Light Lamp Out,BROOKLYN,0,4
Flood Light Lamp Out,BROOKLYN,1,6
Flood Light Lamp Out,BROOKLYN,2,1
Flood Light Lamp Out,BROOKLYN,3,1
Flood Light Lamp Out,BROOKLYN,6,4
Flood Light Lamp Out,BROOKLYN,7,13
Flood Light Lamp Out,BROOKLYN,8,25
Flood Light Lamp Out,BROOKLYN,9,77
Flood Light Lamp Out,BROOKLYN,10,259
Flood Light Lamp Out,BROOKLYN,11,526
Flood Light Lamp Out,BROOKLYN,12,226
Flood Light Lamp Out,BROOKLYN,13,170
Flood Light Lamp Out,BROOKLYN,14,180
Flood Light Lamp Out,BROOKLYN,15,105
Flood Light Lamp Out,BROOKLYN,16,50
Flood Light Lamp Out,BROOKLYN,17,23
Flood Light Lamp Out,BROOKLYN,18,18
Flood Light Lamp Out,BROOKLYN,19,13
Flood Light Lamp Out,BROOKLYN,20,8
Flood Light Lamp Out,BROOKLYN,21,14
Flood Light Lamp Out,BROOKLYN,22,19
Flood Light Lamp Out,BROOKLYN,23,3
Flood Light Lamp Out,MANHATTAN,0,1
Flood Light Lamp Out,MANHATTAN,1,1
Flood Light Lamp Out,MANHATTAN,2,1
Flood Light Lamp Out,MANHATTAN,3,1
Flood Light Lamp Out,MANHATTAN,4,1
Flood Light Lamp Out,MANHATTAN,6,3
Flood Light Lamp Out,MANHATTAN,7,5
Flood Light Lamp Out,MANHATTAN,8,39
Flood Light Lamp Out,MANHATTAN,9,87
Flood Light Lamp Out,MANHATTAN,10,100
Flood Light Lamp Out,MANHATTAN,11,79
Flood Light Lamp Out,MANHATTAN,12,31
Flood Light Lamp Out,MANHATTAN,13,60
Flood Light Lamp Out,MANHATTAN,14,97
Flood Light Lamp Out,MANHATTAN,15,106
Flood Light Lamp Out,MANHATTAN,16,65
Flood Light Lamp Out,MANHATTAN,17,9
Flood Light Lamp Out,MANHATTAN,18,3
Flood Light Lamp Out,MANHATTAN,19,8
Flood Light Lamp Out,MANHATTAN,20,12
Flood Light Lamp Out,MANHATTAN,22,5
Flood Light Lamp Out,MANHATTAN,23,6
Flood Light Lamp Out,QUEENS,0,10
Flood Light Lamp Out,QUEENS,1,9
Flood Light Lamp Out,QUEENS,2,5
Flood Light Lamp Out,QUEENS,3,4
Flood Light Lamp Out,QUEENS,4,1
Flood Light Lamp Out,QUEENS,5,1
Flood Light Lamp Out,QUEENS,6,5
Flood Light Lamp Out,QUEENS,7,5
Flood Light Lamp Out,QUEENS,8,76
Flood Light Lamp Out,QUEENS,9,175
Flood Light Lamp Out,QUEENS,10,478
Flood Light Lamp Out,QUEENS,11,316
Flood Light Lamp Out,QUEENS,12,83
Flood Light Lamp Out,QUEENS,13,90
Flood Light Lamp Out,QUEENS,14,113
Flood Light Lamp Out,QUEENS,15,106
Flood Light Lamp Out,QUEENS,16,84
Flood Light Lamp Out,QUEENS,17,27
Flood Light Lamp Out,QUEENS,18,12
Flood Light Lamp Out,QUEENS,19,28
Flood Light Lamp Out,QUEENS,20,23
Flood Light Lamp Out,QUEENS,21,18
Flood Light Lamp Out,QUEENS,22,13
Flood Light Lamp Out,QUEENS,23,7
Flood Light Lamp Out,STATEN ISLAND,0,1
Flood Light Lamp Out,STATEN ISLAND,7,2
Flood Light Lamp Out,STATEN ISLAND,8,15
Flood Light Lamp Out,STATEN ISLAND,9,21
Flood Light Lamp Out,STATEN ISLAND,10,28
Flood Light Lamp Out,STATEN ISLAND,11,16
Flood Light Lamp Out,STATEN ISLAND,12,18
Flood Light Lamp Out,STATEN ISLAND,13,16
Flood Light Lamp Out,STATEN ISLAND,14,32
Flood Light Lamp Out,STATEN ISLAND,15,13
Flood Light Lamp Out,STATEN ISLAND,16,12
Flood Light Lamp Out,STATEN ISLAND,17,5
Flood Light Lamp Out,STATEN ISLAND,18,4
Flood Light Lamp Out,STATEN ISLAND,19,2
Flood Light Lamp Out,STATEN ISLAND,20,1
Flood Light Lamp Out,STATEN ISLAND,21,1
Flood Light Lamp Out,Unspecified,7,1
Flood Light Lamp Out,Unspecified,8,11
Flood Light Lamp Out,Unspecified,9,9
Flood Light Lamp Out,Unspecified,10,9
Flood Light Lamp Out,Unspecified,11,9
Flood Light Lamp Out,Unspecified,12,4
Flood Light Lamp Out,Unspecified,13,6
Flood Light Lamp Out,Unspecified,14,8
Flood Light Lamp Out,Unspecified,15,6
Flood Light Lamp Out,Unspecified,16,11
Flood Light Lamp Out,Unspecified,17,2
Flood Light Lamp Out,Unspecified,20,2
Flood Light Lamp Out,Unspecified,23,1
Flooded,BRONX,9,2
Flooded,BRONX,10,1
Flooded,BRONX,22,1
Flooded,BROOKLYN,1,1
Flooded,BROOKLYN,5,1
Flooded,BROOKLYN,8,1
Flooded,BROOKLYN,9,1
Flooded,BROOKLYN,10,1
Flooded,BROOKLYN,12,3
Flooded,BROOKLYN,13,1
Flooded,BROOKLYN,14,1
Flooded,BROOKLYN,16,2
Flooded,BROOKLYN,19,2
Flooded,MANHATTAN,5,2
Flooded,MANHATTAN,8,2
Flooded,MANHATTAN,9,1
Flooded,MANHATTAN,10,2
Flooded,MANHATTAN,11,1
Flooded,MANHATTAN,12,2
Flooded,MANHATTAN,13,2
Flooded,MANHATTAN,16,4
Flooded,MANHATTAN,17,1
Flooded,MANHATTAN,20,1
Flooded,QUEENS,3,1
Flooded,QUEENS,10,1
Flooded,QUEENS,11,1
Flooded,QUEENS,13,1
Flooded,QUEENS,17,3
Flooded,QUEENS,18,1
Flooded,QUEENS,19,1
Flooded,STATEN ISLAND,18,1
Flooded,STATEN ISLAND,22,1
Flower Planters,BRONX,0,16
Flower Planters,BRONX,4,1
Flower Planters,BRONX,11,1
Flower Planters,BRONX,17,1
Flower Planters,BRONX,18,2
Flower Planters,BROOKLYN,0,30
Flower Planters,BROOKLYN,10,4
Flower Planters,BROOKLYN,11,1
Flower Planters,BROOKLYN,12,1
Flower Planters,BROOKLYN,13,2
Flower Planters,BROOKLYN,15,2
Flower Planters,BROOKLYN,16,1
Flower Planters,BROOKLYN,19,1
Flower Planters,BROOKLYN,20,1
Flower Planters,MANHATTAN,0,26
Flower Planters,MANHATTAN,9,1
Flower Planters,MANHATTAN,11,2
Flower Planters,MANHATTAN,15,1
Flower Planters,QUEENS,0,34
Flower Planters,QUEENS,9,1
Flower Planters,QUEENS,10,2
Flower Planters,QUEENS,11,2
Flower Planters,QUEENS,12,2
Flower Planters,QUEENS,13,2
Flower Planters,QUEENS,14,2
Flower Planters,QUEENS,15,1
Flower Planters,QUEENS,16,1
Flower Planters,QUEENS,19,2
Flower Planters,STATEN ISLAND,0,13
Flower Planters,STATEN ISLAND,10,1
Flower Planters,STATEN ISLAND,13,1
Flower Planters,STATEN ISLAND,14,2
Flower Planters,STATEN ISLAND,16,1
Flower Planters,Unspecified,8,1
Flying Too Low,BRONX,3,1
Flying Too Low,BRONX,14,2
Flying Too Low,BRONX,15,2
Flying Too Low,BROOKLYN,0,3
Flying Too Low,BROOKLYN,2,1
Flying Too Low,BROOKLYN,3,2
Flying Too Low,BROOKLYN,4,1
Flying Too Low,BROOKLYN,6,1
Flying Too Low,BROOKLYN,7,5
Flying Too Low,BROOKLYN,8,4
Flying Too Low,BROOKLYN,9,8
Flying Too Low,BROOKLYN,10,15
Flying Too Low,BROOKLYN,11,9
Flying Too Low,BROOKLYN,12,5
Flying Too Low,BROOKLYN,13,5
Flying Too Low,BROOKLYN,14,11
Flying Too Low,BROOKLYN,15,7
Flying Too Low,BROOKLYN,16,7
Flying Too Low,BROOKLYN,17,5
Flying Too Low,BROOKLYN,18,3
Flying Too Low,BROOKLYN,19,6
Flying Too Low,BROOKLYN,20,2
Flying Too Low,BROOKLYN,21,3
Flying Too Low,BROOKLYN,22,3
Flying Too Low,BROOKLYN,23,1
Flying Too Low,MANHATTAN,0,1
Flying Too Low,MANHATTAN,5,1
Flying Too Low,MANHATTAN,6,5
Flying Too Low,MANHATTAN,7,3
Flying Too Low,MANHATTAN,8,1
Flying Too Low,MANHATTAN,9,3
Flying Too Low,MANHATTAN,10,6
Flying Too Low,MANHATTAN,11,6
Flying Too Low,MANHATTAN,12,28
Flying Too Low,MANHATTAN,13,3
Flying Too Low,MANHATTAN,14,10
Flying Too Low,MANHATTAN,15,12
Flying Too Low,MANHATTAN,16,9
Flying Too Low,MANHATTAN,17,16
Flying Too Low,MANHATTAN,18,22
Flying Too Low,MANHATTAN,19,7
Flying Too Low,MANHATTAN,20,1
Flying Too Low,MANHATTAN,21,1
Flying Too Low,MANHATTAN,22,3
Flying Too Low,QUEENS,0,3
Flying Too Low,QUEENS,1,3
Flying Too Low,QUEENS,2,1
Flying Too Low,QUEENS,3,1
Flying Too Low,QUEENS,4,1
Flying Too Low,QUEENS,6,1
Flying Too Low,QUEENS,7,2
Flying Too Low,QUEENS,8,3
Flying Too Low,QUEENS,9,2
Flying Too Low,QUEENS,10,1
Flying Too Low,QUEENS,12,1
Flying Too Low,QUEENS,13,1
Flying Too Low,QUEENS,14,1
Flying Too Low,QUEENS,16,3
Flying Too Low,QUEENS,17,4
Flying Too Low,QUEENS,19,1
Flying Too Low,QUEENS,22,5
Flying Too Low,STATEN ISLAND,2,1
Flying Too Low,STATEN ISLAND,12,1
Flying Too Low,STATEN ISLAND,14,1
Flying Too Low,STATEN ISLAND,15,1
Flying Too Low,STATEN ISLAND,17,1
Flying Too Low,STATEN ISLAND,18,1
Food Contains Foreign Object,BRONX,0,7
Food Contains Foreign Object,BRONX,1,8
Food Contains Foreign Object,BRONX,2,2
Food Contains Foreign Object,BRONX,3,2
Food Contains Foreign Object,BRONX,4,1
Food Contains Foreign Object,BRONX,5,1
Food Contains Foreign Object,BRONX,6,3
Food Contains Foreign Object,BRONX,7,2
Food Contains Foreign Object,BRONX,8,17
Food Contains Foreign Object,BRONX,9,28
Food Contains Foreign Object,BRONX,10,32
Food Contains Foreign Object,BRONX,11,31
Food Contains Foreign Object,BRONX,12,60
Food Contains Foreign Object,BRONX,13,69
Food Contains Foreign Object,BRONX,14,56
Food Contains Foreign Object,BRONX,15,70
Food Contains Foreign Object,BRONX,16,55
Food Contains Foreign Object,BRONX,17,54
Food Contains Foreign Object,BRONX,18,47
Food Contains Foreign Object,BRONX,19,50
Food Contains Foreign Object,BRONX,20,39
Food Contains Foreign Object,BRONX,21,36
Food Contains Foreign Object,BRONX,22,36
Food Contains Foreign Object,BRONX,23,24
Food Contains Foreign Object,BROOKLYN,0,27
Food Contains Foreign Object,BROOKLYN,1,14
Food Contains Foreign Object,BROOKLYN,2,9
Food Contains Foreign Object,BROOKLYN,3,7
Food Contains Foreign Object,BROOKLYN,4,5
Food Contains Foreign Object,BROOKLYN,5,1
Food Contains Foreign Object,BROOKLYN,6,9
Food Contains Foreign Object,BROOKLYN,7,14
Food Contains Foreign Object,BROOKLYN,8,26
Food Contains Foreign Object,BROOKLYN,9,56
Food Contains Foreign Object,BROOKLYN,10,66
Food Contains Foreign Object,BROOKLYN,11,82
Food Contains Foreign Object,BROOKLYN,12,104
Food Contains Foreign Object,BROOKLYN,13,131
Food Contains Foreign Object,BROOKLYN,14,124
Food Contains Foreign Object,BROOKLYN,15,132
Food Contains Foreign Object,BROOKLYN,16,108
Food Contains Foreign Object,BROOKLYN,17,86
Food Contains Foreign Object,BROOKLYN,18,92
Food Contains Foreign Object,BROOKLYN,19,71
Food Contains Foreign Object,BROOKLYN,20,67
Food Contains Foreign Object,BROOKLYN,21,67
Food Contains Foreign Object,BROOKLYN,22,61
Food Contains Foreign Object,BROOKLYN,23,37
Food Contains Foreign Object,MANHATTAN,0,21
Food Contains Foreign Object,MANHATTAN,1,11
Food Contains Foreign Object,MANHATTAN,2,9
Food Contains Foreign Object,MANHATTAN,3,10
Food Contains Foreign Object,MANHATTAN,4,6
Food Contains Foreign Object,MANHATTAN,5,4
Food Contains Foreign Object,MANHATTAN,6,10
Food Contains Foreign Object,MANHATTAN,7,20
Food Contains Foreign Object,MANHATTAN,8,36
Food Contains Foreign Object,MANHATTAN,9,88
Food Contains Foreign Object,MANHATTAN,10,112
Food Contains Foreign Object,MANHATTAN,11,117
Food Contains Foreign Object,MANHATTAN,12,164
Food Contains Foreign Object,MANHATTAN,13,228
Food Contains Foreign Object,MANHATTAN,14,210
Food Contains Foreign Object,MANHATTAN,15,198
Food Contains Foreign Object,MANHATTAN,16,160
Food Contains Foreign Object,MANHATTAN,17,124
Food Contains Foreign Object,MANHATTAN,18,91
Food Contains Foreign Object,MANHATTAN,19,100
Food Contains Foreign Object,MANHATTAN,20,99
Food Contains Foreign Object,MANHATTAN,21,89
Food Contains Foreign Object,MANHATTAN,22,77
Food Contains Foreign Object,MANHATTAN,23,40
Food Contains Foreign Object,QUEENS,0,11
Food Contains Foreign Object,QUEENS,1,12
Food Contains Foreign Object,QUEENS,2,4
Food Contains Foreign Object,QUEENS,3,3
Food Contains Foreign Object,QUEENS,4,3
Food Contains Foreign Object,QUEENS,5,3
Food Contains Foreign Object,QUEENS,6,7
Food Contains Foreign Object,QUEENS,7,11
Food Contains Foreign Object,QUEENS,8,35
Food Contains Foreign Object,QUEENS,9,52
Food Contains Foreign Object,QUEENS,10,65
Food Contains Foreign Object,QUEENS,11,79
Food Contains Foreign Object,QUEENS,12,103
Food Contains Foreign Object,QUEENS,13,125
Food Contains Foreign Object,QUEENS,14,110
Food Contains Foreign Object,QUEENS,15,132
Food Contains Foreign Object,QUEENS,16,119
Food Contains Foreign Object,QUEENS,17,68
Food Contains Foreign Object,QUEENS,18,68
Food Contains Foreign Object,QUEENS,19,70
Food Contains Foreign Object,QUEENS,20,69
Food Contains Foreign Object,QUEENS,21,61
Food Contains Foreign Object,QUEENS,22,42
Food Contains Foreign Object,QUEENS,23,42
Food Contains Foreign Object,STATEN ISLAND,0,1
Food Contains Foreign Object,STATEN ISLAND,3,2
Food Contains Foreign Object,STATEN ISLAND,6,1
Food Contains Foreign Object,STATEN ISLAND,7,2
Food Contains Foreign Object,STATEN ISLAND,8,2
Food Contains Foreign Object,STATEN ISLAND,9,7
Food Contains Foreign Object,STATEN ISLAND,10,11
Food Contains Foreign Object,STATEN ISLAND,11,11
Food Contains Foreign Object,STATEN ISLAND,12,14
Food Contains Foreign Object,STATEN ISLAND,13,14
Food Contains Foreign Object,STATEN ISLAND,14,19
Food Contains Foreign Object,STATEN ISLAND,15,8
Food Contains Foreign Object,STATEN ISLAND,16,13
Food Contains Foreign Object,STATEN ISLAND,17,6
Food Contains Foreign Object,STATEN ISLAND,18,20
Food Contains Foreign Object,STATEN ISLAND,19,12
Food Contains Foreign Object,STATEN ISLAND,20,6
Food Contains Foreign Object,STATEN ISLAND,21,10
Food Contains Foreign Object,STATEN ISLAND,22,10
Food Contains Foreign Object,STATEN ISLAND,23,6
Food Contains Foreign Object,Unspecified,2,1
Food Contains Foreign Object,Unspecified,6,1
Food Contains Foreign Object,Unspecified,7,1
Food Contains Foreign Object,Unspecified,8,1
Food Contains Foreign Object,Unspecified,9,3
Food Contains Foreign Object,Unspecified,10,3
Food Contains Foreign Object,Unspecified,12,4
Food Contains Foreign Object,Unspecified,13,2
Food Contains Foreign Object,Unspecified,14,4
Food Contains Foreign Object,Unspecified,15,5
Food Contains Foreign Object,Unspecified,17,2
Food Contains Foreign Object,Unspecified,20,5
Food Contains Foreign Object,Unspecified,23,2
Food Contaminated,BRONX,0,10
Food Contaminated,BRONX,1,2
Food Contaminated,BRONX,2,7
Food Contaminated,BRONX,3,1
Food Contaminated,BRONX,4,2
Food Contaminated,BRONX,5,3
Food Contaminated,BRONX,6,10
Food Contaminated,BRONX,7,9
Food Contaminated,BRONX,8,10
Food Contaminated,BRONX,9,36
Food Contaminated,BRONX,10,36
Food Contaminated,BRONX,11,36
Food Contaminated,BRONX,12,53
Food Contaminated,BRONX,13,65
Food Contaminated,BRONX,14,50
Food Contaminated,BRONX,15,47
Food Contaminated,BRONX,16,50
Food Contaminated,BRONX,17,50
Food Contaminated,BRONX,18,34
Food Contaminated,BRONX,19,39
Food Contaminated,BRONX,20,32
Food Contaminated,BRONX,21,31
Food Contaminated,BRONX,22,24
Food Contaminated,BRONX,23,16
Food Contaminated,BROOKLYN,0,24
Food Contaminated,BROOKLYN,1,17
Food Contaminated,BROOKLYN,2,13
Food Contaminated,BROOKLYN,3,8
Food Contaminated,BROOKLYN,4,4
Food Contaminated,BROOKLYN,5,14
Food Contaminated,BROOKLYN,6,7
Food Contaminated,BROOKLYN,7,25
Food Contaminated,BROOKLYN,8,33
Food Contaminated,BROOKLYN,9,68
Food Contaminated,BROOKLYN,10,79
Food Contaminated,BROOKLYN,11,102
Food Contaminated,BROOKLYN,12,118
Food Contaminated,BROOKLYN,13,120
Food Contaminated,BROOKLYN,14,120
Food Contaminated,BROOKLYN,15,111
Food Contaminated,BROOKLYN,16,112
Food Contaminated,BROOKLYN,17,101
Food Contaminated,BROOKLYN,18,85
Food Contaminated,BROOKLYN,19,79
Food Contaminated,BROOKLYN,20,74
Food Contaminated,BROOKLYN,21,74
Food Contaminated,BROOKLYN,22,58
Food Contaminated,BROOKLYN,23,39
Food Contaminated,MANHATTAN,0,28
Food Contaminated,MANHATTAN,1,24
Food Contaminated,MANHATTAN,2,12
Food Contaminated,MANHATTAN,3,13
Food Contaminated,MANHATTAN,4,8
Food Contaminated,MANHATTAN,5,10
Food Contaminated,MANHATTAN,6,14
Food Contaminated,MANHATTAN,7,31
Food Contaminated,MANHATTAN,8,60
Food Contaminated,MANHATTAN,9,108
Food Contaminated,MANHATTAN,10,137
Food Contaminated,MANHATTAN,11,153
Food Contaminated,MANHATTAN,12,167
Food Contaminated,MANHATTAN,13,196
Food Contaminated,MANHATTAN,14,208
Food Contaminated,MANHATTAN,15,184
Food Contaminated,MANHATTAN,16,181
Food Contaminated,MANHATTAN,17,145
Food Contaminated,MANHATTAN,18,111
Food Contaminated,MANHATTAN,19,95
Food Contaminated,MANHATTAN,20,109
Food Contaminated,MANHATTAN,21,80
Food Contaminated,MANHATTAN,22,57
Food Contaminated,MANHATTAN,23,54
Food Contaminated,QUEENS,0,25
Food Contaminated,QUEENS,1,14
Food Contaminated,QUEENS,2,7
Food Contaminated,QUEENS,3,6
Food Contaminated,QUEENS,4,6
Food Contaminated,QUEENS,5,2
Food Contaminated,QUEENS,6,6
Food Contaminated,QUEENS,7,16
Food Contaminated,QUEENS,8,27
Food Contaminated,QUEENS,9,50
Food Contaminated,QUEENS,10,82
Food Contaminated,QUEENS,11,91
Food Contaminated,QUEENS,12,94
Food Contaminated,QUEENS,13,91
Food Contaminated,QUEENS,14,111
Food Contaminated,QUEENS,15,94
Food Contaminated,QUEENS,16,105
Food Contaminated,QUEENS,17,81
Food Contaminated,QUEENS,18,73
Food Contaminated,QUEENS,19,67
Food Contaminated,QUEENS,20,66
Food Contaminated,QUEENS,21,40
Food Contaminated,QUEENS,22,48
Food Contaminated,QUEENS,23,28
Food Contaminated,STATEN ISLAND,0,1
Food Contaminated,STATEN ISLAND,1,2
Food Contaminated,STATEN ISLAND,2,2
Food Contaminated,STATEN ISLAND,3,2
Food Contaminated,STATEN ISLAND,4,1
Food Contaminated,STATEN ISLAND,6,1
Food Contaminated,STATEN ISLAND,7,7
Food Contaminated,STATEN ISLAND,8,6
Food Contaminated,STATEN ISLAND,9,9
Food Contaminated,STATEN ISLAND,10,12
Food Contaminated,STATEN ISLAND,11,12
Food Contaminated,STATEN ISLAND,12,21
Food Contaminated,STATEN ISLAND,13,26
Food Contaminated,STATEN ISLAND,14,14
Food Contaminated,STATEN ISLAND,15,22
Food Contaminated,STATEN ISLAND,16,16
Food Contaminated,STATEN ISLAND,17,12
Food Contaminated,STATEN ISLAND,18,10
Food Contaminated,STATEN ISLAND,19,11
Food Contaminated,STATEN ISLAND,20,8
Food Contaminated,STATEN ISLAND,21,8
Food Contaminated,STATEN ISLAND,22,5
Food Contaminated,STATEN ISLAND,23,5
Food Contaminated,Unspecified,0,4
Food Contaminated,Unspecified,1,3
Food Contaminated,Unspecified,2,1
Food Contaminated,Unspecified,5,1
Food Contaminated,Unspecified,6,1
Food Contaminated,Unspecified,7,2
Food Contaminated,Unspecified,8,3
Food Contaminated,Unspecified,9,5
Food Contaminated,Unspecified,10,2
Food Contaminated,Unspecified,11,3
Food Contaminated,Unspecified,12,1
Food Contaminated,Unspecified,13,8
Food Contaminated,Unspecified,14,3
Food Contaminated,Unspecified,15,6
Food Contaminated,Unspecified,16,3
Food Contaminated,Unspecified,17,4
Food Contaminated,Unspecified,18,4
Food Contaminated,Unspecified,20,2
Food Contaminated,Unspecified,21,3
Food Contaminated,Unspecified,22,3
Food Contaminated,Unspecified,23,2
Food Preparation Location,BRONX,0,7
Food Preparation Location,BRONX,1,4
Food Preparation Location,BRONX,2,1
Food Preparation Location,BRONX,4,2
Food Preparation Location,BRONX,8,3
Food Preparation Location,BRONX,9,7
Food Preparation Location,BRONX,10,12
Food Preparation Location,BRONX,11,12
Food Preparation Location,BRONX,12,14
Food Preparation Location,BRONX,13,18
Food Preparation Location,BRONX,14,13
Food Preparation Location,BRONX,15,14
Food Preparation Location,BRONX,16,11
Food Preparation Location,BRONX,17,7
Food Preparation Location,BRONX,18,5
Food Preparation Location,BRONX,19,7
Food Preparation Location,BRONX,20,8
Food Preparation Location,BRONX,21,7
Food Preparation Location,BRONX,22,2
Food Preparation Location,BRONX,23,2
Food Preparation Location,BROOKLYN,0,4
Food Preparation Location,BROOKLYN,1,3
Food Preparation Location,BROOKLYN,2,2
Food Preparation Location,BROOKLYN,3,2
Food Preparation Location,BROOKLYN,4,3
Food Preparation Location,BROOKLYN,5,2
Food Preparation Location,BROOKLYN,6,2
Food Preparation Location,BROOKLYN,7,11
Food Preparation Location,BROOKLYN,8,12
Food Preparation Location,BROOKLYN,9,19
Food Preparation Location,BROOKLYN,10,37
Food Preparation Location,BROOKLYN,11,36
Food Preparation Location,BROOKLYN,12,45
Food Preparation Location,BROOKLYN,13,28
Food Preparation Location,BROOKLYN,14,40
Food Preparation Location,BROOKLYN,15,38
Food Preparation Location,BROOKLYN,16,30
Food Preparation Location,BROOKLYN,17,29
Food Preparation Location,BROOKLYN,18,22
Food Preparation Location,BROOKLYN,19,18
Food Preparation Location,BROOKLYN,20,21
Food Preparation Location,BROOKLYN,21,10
Food Preparation Location,BROOKLYN,22,10
Food Preparation Location,BROOKLYN,23,16
Food Preparation Location,MANHATTAN,0,7
Food Preparation Location,MANHATTAN,1,4
Food Preparation Location,MANHATTAN,2,4
Food Preparation Location,MANHATTAN,3,1
Food Preparation Location,MANHATTAN,4,4
Food Preparation Location,MANHATTAN,6,3
Food Preparation Location,MANHATTAN,7,16
Food Preparation Location,MANHATTAN,8,18
Food Preparation Location,MANHATTAN,9,24
Food Preparation Location,MANHATTAN,10,34
Food Preparation Location,MANHATTAN,11,30
Food Preparation Location,MANHATTAN,12,42
Food Preparation Location,MANHATTAN,13,45
Food Preparation Location,MANHATTAN,14,54
Food Preparation Location,MANHATTAN,15,44
Food Preparation Location,MANHATTAN,16,58
Food Preparation Location,MANHATTAN,17,31
Food Preparation Location,MANHATTAN,18,17
Food Preparation Location,MANHATTAN,19,18
Food Preparation Location,MANHATTAN,20,19
Food Preparation Location,MANHATTAN,21,19
Food Preparation Location,MANHATTAN,22,12
Food Preparation Location,MANHATTAN,23,13
Food Preparation Location,QUEENS,0,3
Food Preparation Location,QUEENS,1,3
Food Preparation Location,QUEENS,2,2
Food Preparation Location,QUEENS,3,1
Food Preparation Location,QUEENS,4,2
Food Preparation Location,QUEENS,6,2
Food Preparation Location,QUEENS,7,2
Food Preparation Location,QUEENS,8,13
Food Preparation Location,QUEENS,9,13
Food Preparation Location,QUEENS,10,37
Food Preparation Location,QUEENS,11,30
Food Preparation Location,QUEENS,12,25
Food Preparation Location,QUEENS,13,35
Food Preparation Location,QUEENS,14,30
Food Preparation Location,QUEENS,15,34
Food Preparation Location,QUEENS,16,28
Food Preparation Location,QUEENS,17,15
Food Preparation Location,QUEENS,18,17
Food Preparation Location,QUEENS,19,15
Food Preparation Location,QUEENS,20,18
Food Preparation Location,QUEENS,21,14
Food Preparation Location,QUEENS,22,12
Food Preparation Location,QUEENS,23,15
Food Preparation Location,STATEN ISLAND,3,1
Food Preparation Location,STATEN ISLAND,4,1
Food Preparation Location,STATEN ISLAND,8,2
Food Preparation Location,STATEN ISLAND,9,2
Food Preparation Location,STATEN ISLAND,10,1
Food Preparation Location,STATEN ISLAND,11,4
Food Preparation Location,STATEN ISLAND,12,3
Food Preparation Location,STATEN ISLAND,13,4
Food Preparation Location,STATEN ISLAND,14,10
Food Preparation Location,STATEN ISLAND,15,4
Food Preparation Location,STATEN ISLAND,16,5
Food Preparation Location,STATEN ISLAND,17,6
Food Preparation Location,STATEN ISLAND,18,5
Food Preparation Location,STATEN ISLAND,19,3
Food Preparation Location,STATEN ISLAND,20,1
Food Preparation Location,STATEN ISLAND,21,3
Food Preparation Location,STATEN ISLAND,22,2
Food Preparation Location,STATEN ISLAND,23,1
Food Preparation Location,Unspecified,0,1
Food Preparation Location,Unspecified,9,2
Food Preparation Location,Unspecified,10,1
Food Preparation Location,Unspecified,11,1
Food Preparation Location,Unspecified,12,1
Food Preparation Location,Unspecified,13,1
