Descriptor,Borough,hour,justHourSize
Personal Crime Victim or Good Samaritan Exemption,QUEENS,22,1
Personal Crime Victim or Good Samaritan Exemption,STATEN ISLAND,11,1
Personal Crime Victim or Good Samaritan Exemption,STATEN ISLAND,12,1
Personal DHE Exemption,BRONX,7,2
Personal DHE Exemption,BRONX,8,17
Personal DHE Exemption,BRONX,9,35
Personal DHE Exemption,BRONX,10,56
Personal DHE Exemption,BRONX,11,49
Personal DHE Exemption,BRONX,12,40
Personal DHE Exemption,BRONX,13,38
Personal DHE Exemption,BRONX,14,51
Personal DHE Exemption,BRONX,15,42
Personal DHE Exemption,BRONX,16,27
Personal DHE Exemption,BRONX,17,6
Personal DHE Exemption,BRONX,19,3
Personal DHE Exemption,BROOKLYN,7,1
Personal DHE Exemption,BROOKLYN,8,49
Personal DHE Exemption,BROOKLYN,9,134
Personal DHE Exemption,BROOKLYN,10,157
Personal DHE Exemption,BROOKLYN,11,142
Personal DHE Exemption,BROOKLYN,12,173
Personal DHE Exemption,BROOKLYN,13,148
Personal DHE Exemption,BROOKLYN,14,147
Personal DHE Exemption,BROOKLYN,15,137
Personal DHE Exemption,BROOKLYN,16,101
Personal DHE Exemption,BROOKLYN,17,16
Personal DHE Exemption,BROOKLYN,18,1
Personal DHE Exemption,BROOKLYN,19,4
Personal DHE Exemption,MANHATTAN,8,5
Personal DHE Exemption,MANHATTAN,9,16
Personal DHE Exemption,MANHATTAN,10,26
Personal DHE Exemption,MANHATTAN,11,20
Personal DHE Exemption,MANHATTAN,12,29
Personal DHE Exemption,MANHATTAN,13,16
Personal DHE Exemption,MANHATTAN,14,26
Personal DHE Exemption,MANHATTAN,15,32
Personal DHE Exemption,MANHATTAN,16,33
Personal DHE Exemption,MANHATTAN,17,1
Personal DHE Exemption,QUEENS,8,63
Personal DHE Exemption,QUEENS,9,194
Personal DHE Exemption,QUEENS,10,226
Personal DHE Exemption,QUEENS,11,234
Personal DHE Exemption,QUEENS,12,211
Personal DHE Exemption,QUEENS,13,183
Personal DHE Exemption,QUEENS,14,211
Personal DHE Exemption,QUEENS,15,215
Personal DHE Exemption,QUEENS,16,136
Personal DHE Exemption,QUEENS,17,17
Personal DHE Exemption,QUEENS,18,1
Personal DHE Exemption,QUEENS,19,1
Personal DHE Exemption,QUEENS,22,1
Personal DHE Exemption,STATEN ISLAND,8,42
Personal DHE Exemption,STATEN ISLAND,9,152
Personal DHE Exemption,STATEN ISLAND,10,157
Personal DHE Exemption,STATEN ISLAND,11,151
Personal DHE Exemption,STATEN ISLAND,12,157
Personal DHE Exemption,STATEN ISLAND,13,129
Personal DHE Exemption,STATEN ISLAND,14,116
Personal DHE Exemption,STATEN ISLAND,15,128
Personal DHE Exemption,STATEN ISLAND,16,91
Personal DHE Exemption,STATEN ISLAND,17,19
Personal DRIE Exemption,BRONX,0,1
Personal DRIE Exemption,BRONX,2,1
Personal DRIE Exemption,BRONX,7,12
Personal DRIE Exemption,BRONX,8,98
Personal DRIE Exemption,BRONX,9,288
Personal DRIE Exemption,BRONX,10,405
Personal DRIE Exemption,BRONX,11,390
Personal DRIE Exemption,BRONX,12,350
Personal DRIE Exemption,BRONX,13,308
Personal DRIE Exemption,BRONX,14,303
Personal DRIE Exemption,BRONX,15,302
Personal DRIE Exemption,BRONX,16,207
Personal DRIE Exemption,BRONX,17,33
Personal DRIE Exemption,BRONX,18,14
Personal DRIE Exemption,BRONX,19,12
Personal DRIE Exemption,BRONX,20,11
Personal DRIE Exemption,BRONX,21,5
Personal DRIE Exemption,BRONX,22,3
Personal DRIE Exemption,BRONX,23,3
Personal DRIE Exemption,BROOKLYN,0,3
Personal DRIE Exemption,BROOKLYN,1,1
Personal DRIE Exemption,BROOKLYN,2,1
Personal DRIE Exemption,BROOKLYN,6,3
Personal DRIE Exemption,BROOKLYN,7,5
Personal DRIE Exemption,BROOKLYN,8,100
Personal DRIE Exemption,BROOKLYN,9,353
Personal DRIE Exemption,BROOKLYN,10,502
Personal DRIE Exemption,BROOKLYN,11,493
Personal DRIE Exemption,BROOKLYN,12,440
Personal DRIE Exemption,BROOKLYN,13,405
Personal DRIE Exemption,BROOKLYN,14,429
Personal DRIE Exemption,BROOKLYN,15,356
Personal DRIE Exemption,BROOKLYN,16,277
Personal DRIE Exemption,BROOKLYN,17,73
Personal DRIE Exemption,BROOKLYN,18,28
Personal DRIE Exemption,BROOKLYN,19,35
Personal DRIE Exemption,BROOKLYN,20,10
Personal DRIE Exemption,BROOKLYN,21,3
Personal DRIE Exemption,BROOKLYN,22,3
Personal DRIE Exemption,BROOKLYN,23,8
Personal DRIE Exemption,MANHATTAN,4,1
Personal DRIE Exemption,MANHATTAN,5,1
Personal DRIE Exemption,MANHATTAN,6,1
Personal DRIE Exemption,MANHATTAN,7,17
Personal DRIE Exemption,MANHATTAN,8,79
Personal DRIE Exemption,MANHATTAN,9,289
Personal DRIE Exemption,MANHATTAN,10,431
Personal DRIE Exemption,MANHATTAN,11,447
Personal DRIE Exemption,MANHATTAN,12,405
Personal DRIE Exemption,MANHATTAN,13,347
Personal DRIE Exemption,MANHATTAN,14,396
Personal DRIE Exemption,MANHATTAN,15,377
Personal DRIE Exemption,MANHATTAN,16,285
Personal DRIE Exemption,MANHATTAN,17,73
Personal DRIE Exemption,MANHATTAN,18,29
Personal DRIE Exemption,MANHATTAN,19,12
Personal DRIE Exemption,MANHATTAN,20,17
Personal DRIE Exemption,MANHATTAN,21,10
Personal DRIE Exemption,MANHATTAN,22,7
Personal DRIE Exemption,MANHATTAN,23,6
Personal DRIE Exemption,QUEENS,2,1
Personal DRIE Exemption,QUEENS,4,2
Personal DRIE Exemption,QUEENS,5,2
Personal DRIE Exemption,QUEENS,6,1
Personal DRIE Exemption,QUEENS,7,10
Personal DRIE Exemption,QUEENS,8,77
Personal DRIE Exemption,QUEENS,9,208
Personal DRIE Exemption,QUEENS,10,322
Personal DRIE Exemption,QUEENS,11,305
Personal DRIE Exemption,QUEENS,12,305
Personal DRIE Exemption,QUEENS,13,250
Personal DRIE Exemption,QUEENS,14,292
Personal DRIE Exemption,QUEENS,15,267
Personal DRIE Exemption,QUEENS,16,206
Personal DRIE Exemption,QUEENS,17,41
Personal DRIE Exemption,QUEENS,18,20
Personal DRIE Exemption,QUEENS,19,20
Personal DRIE Exemption,QUEENS,20,14
Personal DRIE Exemption,QUEENS,21,10
Personal DRIE Exemption,QUEENS,22,7
Personal DRIE Exemption,QUEENS,23,5
Personal DRIE Exemption,STATEN ISLAND,0,1
Personal DRIE Exemption,STATEN ISLAND,1,1
Personal DRIE Exemption,STATEN ISLAND,2,1
Personal DRIE Exemption,STATEN ISLAND,8,6
Personal DRIE Exemption,STATEN ISLAND,9,21
Personal DRIE Exemption,STATEN ISLAND,10,19
Personal DRIE Exemption,STATEN ISLAND,11,13
Personal DRIE Exemption,STATEN ISLAND,12,17
Personal DRIE Exemption,STATEN ISLAND,13,9
Personal DRIE Exemption,STATEN ISLAND,14,21
Personal DRIE Exemption,STATEN ISLAND,15,15
Personal DRIE Exemption,STATEN ISLAND,16,8
Personal DRIE Exemption,STATEN ISLAND,17,1
Personal DRIE Exemption,STATEN ISLAND,18,2
Personal DRIE Exemption,STATEN ISLAND,19,1
Personal DRIE Exemption,STATEN ISLAND,20,1
Personal DRIE Exemption,STATEN ISLAND,22,1
Personal Exemptions,BRONX,10,1
Personal Exemptions,BRONX,11,2
Personal Exemptions,BRONX,12,1
Personal Exemptions,BRONX,13,2
Personal Exemptions,BRONX,14,1
Personal Exemptions,BRONX,15,1
Personal Exemptions,BRONX,16,1
Personal Exemptions,BRONX,17,1
Personal Exemptions,BRONX,22,1
Personal Exemptions,BROOKLYN,0,1
Personal Exemptions,BROOKLYN,8,3
Personal Exemptions,BROOKLYN,9,3
Personal Exemptions,BROOKLYN,10,5
Personal Exemptions,BROOKLYN,11,2
Personal Exemptions,BROOKLYN,12,1
Personal Exemptions,BROOKLYN,14,1
Personal Exemptions,BROOKLYN,15,4
Personal Exemptions,BROOKLYN,16,2
Personal Exemptions,BROOKLYN,17,1
Personal Exemptions,BROOKLYN,19,1
Personal Exemptions,MANHATTAN,8,1
Personal Exemptions,MANHATTAN,9,1
Personal Exemptions,MANHATTAN,11,1
Personal Exemptions,MANHATTAN,12,1
Personal Exemptions,MANHATTAN,14,1
Personal Exemptions,MANHATTAN,15,1
Personal Exemptions,MANHATTAN,16,1
Personal Exemptions,QUEENS,8,6
Personal Exemptions,QUEENS,9,6
Personal Exemptions,QUEENS,10,7
Personal Exemptions,QUEENS,11,7
Personal Exemptions,QUEENS,12,6
Personal Exemptions,QUEENS,13,3
Personal Exemptions,QUEENS,14,5
Personal Exemptions,QUEENS,15,1
Personal Exemptions,QUEENS,16,4
Personal Exemptions,STATEN ISLAND,8,1
Personal Exemptions,STATEN ISLAND,10,2
Personal Exemptions,STATEN ISLAND,11,3
Personal Exemptions,STATEN ISLAND,13,2
Personal Exemptions,STATEN ISLAND,14,1
Personal Exemptions,STATEN ISLAND,15,1
Personal Exemptions,STATEN ISLAND,16,1
Personal Military Relief Exemption,BRONX,14,1
Personal Military Relief Exemption,BRONX,15,1
Personal Military Relief Exemption,QUEENS,16,1
Personal Military Relief Exemption,STATEN ISLAND,12,1
Personal Military Relief Exemption,STATEN ISLAND,14,1
Personal Other Exemption,BRONX,8,11
Personal Other Exemption,BRONX,9,23
Personal Other Exemption,BRONX,10,20
Personal Other Exemption,BRONX,11,23
Personal Other Exemption,BRONX,12,21
Personal Other Exemption,BRONX,13,23
Personal Other Exemption,BRONX,14,24
Personal Other Exemption,BRONX,15,14
Personal Other Exemption,BRONX,16,15
Personal Other Exemption,BRONX,18,1
Personal Other Exemption,BROOKLYN,8,24
Personal Other Exemption,BROOKLYN,9,55
Personal Other Exemption,BROOKLYN,10,91
Personal Other Exemption,BROOKLYN,11,79
Personal Other Exemption,BROOKLYN,12,61
Personal Other Exemption,BROOKLYN,13,74
Personal Other Exemption,BROOKLYN,14,77
Personal Other Exemption,BROOKLYN,15,69
Personal Other Exemption,BROOKLYN,16,48
Personal Other Exemption,BROOKLYN,17,6
Personal Other Exemption,BROOKLYN,18,1
Personal Other Exemption,MANHATTAN,8,8
Personal Other Exemption,MANHATTAN,9,30
Personal Other Exemption,MANHATTAN,10,44
Personal Other Exemption,MANHATTAN,11,47
Personal Other Exemption,MANHATTAN,12,33
Personal Other Exemption,MANHATTAN,13,38
Personal Other Exemption,MANHATTAN,14,41
Personal Other Exemption,MANHATTAN,15,34
Personal Other Exemption,MANHATTAN,16,25
Personal Other Exemption,MANHATTAN,17,4
Personal Other Exemption,QUEENS,8,27
Personal Other Exemption,QUEENS,9,80
Personal Other Exemption,QUEENS,10,129
Personal Other Exemption,QUEENS,11,97
Personal Other Exemption,QUEENS,12,87
Personal Other Exemption,QUEENS,13,105
Personal Other Exemption,QUEENS,14,86
Personal Other Exemption,QUEENS,15,110
Personal Other Exemption,QUEENS,16,67
Personal Other Exemption,QUEENS,17,6
Personal Other Exemption,STATEN ISLAND,7,1
Personal Other Exemption,STATEN ISLAND,8,15
Personal Other Exemption,STATEN ISLAND,9,38
Personal Other Exemption,STATEN ISLAND,10,36
Personal Other Exemption,STATEN ISLAND,11,40
Personal Other Exemption,STATEN ISLAND,12,28
Personal Other Exemption,STATEN ISLAND,13,39
Personal Other Exemption,STATEN ISLAND,14,35
Personal Other Exemption,STATEN ISLAND,15,25
Personal Other Exemption,STATEN ISLAND,16,22
Personal Other Exemption,STATEN ISLAND,17,3
Personal SCHE Exemption,BRONX,8,70
Personal SCHE Exemption,BRONX,9,221
Personal SCHE Exemption,BRONX,10,287
Personal SCHE Exemption,BRONX,11,281
Personal SCHE Exemption,BRONX,12,197
Personal SCHE Exemption,BRONX,13,201
Personal SCHE Exemption,BRONX,14,231
Personal SCHE Exemption,BRONX,15,227
Personal SCHE Exemption,BRONX,16,167
Personal SCHE Exemption,BRONX,17,20
Personal SCHE Exemption,BRONX,18,4
Personal SCHE Exemption,BROOKLYN,7,3
Personal SCHE Exemption,BROOKLYN,8,325
Personal SCHE Exemption,BROOKLYN,9,828
Personal SCHE Exemption,BROOKLYN,10,1019
Personal SCHE Exemption,BROOKLYN,11,919
Personal SCHE Exemption,BROOKLYN,12,885
Personal SCHE Exemption,BROOKLYN,13,882
Personal SCHE Exemption,BROOKLYN,14,894
Personal SCHE Exemption,BROOKLYN,15,864
Personal SCHE Exemption,BROOKLYN,16,630
Personal SCHE Exemption,BROOKLYN,17,59
Personal SCHE Exemption,BROOKLYN,18,5
Personal SCHE Exemption,BROOKLYN,19,2
Personal SCHE Exemption,BROOKLYN,20,1
Personal SCHE Exemption,BROOKLYN,22,1
Personal SCHE Exemption,MANHATTAN,8,59
Personal SCHE Exemption,MANHATTAN,9,173
Personal SCHE Exemption,MANHATTAN,10,203
Personal SCHE Exemption,MANHATTAN,11,229
Personal SCHE Exemption,MANHATTAN,12,184
Personal SCHE Exemption,MANHATTAN,13,171
Personal SCHE Exemption,MANHATTAN,14,215
Personal SCHE Exemption,MANHATTAN,15,224
Personal SCHE Exemption,MANHATTAN,16,151
Personal SCHE Exemption,MANHATTAN,17,16
Personal SCHE Exemption,MANHATTAN,18,1
Personal SCHE Exemption,QUEENS,7,5
Personal SCHE Exemption,QUEENS,8,464
Personal SCHE Exemption,QUEENS,9,1365
Personal SCHE Exemption,QUEENS,10,1667
Personal SCHE Exemption,QUEENS,11,1564
Personal SCHE Exemption,QUEENS,12,1341
Personal SCHE Exemption,QUEENS,13,1307
Personal SCHE Exemption,QUEENS,14,1486
Personal SCHE Exemption,QUEENS,15,1376
Personal SCHE Exemption,QUEENS,16,1072
Personal SCHE Exemption,QUEENS,17,103
Personal SCHE Exemption,QUEENS,18,13
Personal SCHE Exemption,QUEENS,19,3
Personal SCHE Exemption,QUEENS,22,1
Personal SCHE Exemption,STATEN ISLAND,7,2
Personal SCHE Exemption,STATEN ISLAND,8,182
Personal SCHE Exemption,STATEN ISLAND,9,546
Personal SCHE Exemption,STATEN ISLAND,10,569
Personal SCHE Exemption,STATEN ISLAND,11,554
Personal SCHE Exemption,STATEN ISLAND,12,490
Personal SCHE Exemption,STATEN ISLAND,13,455
Personal SCHE Exemption,STATEN ISLAND,14,503
Personal SCHE Exemption,STATEN ISLAND,15,429
Personal SCHE Exemption,STATEN ISLAND,16,356
Personal SCHE Exemption,STATEN ISLAND,17,31
Personal SCHE Exemption,STATEN ISLAND,18,1
Personal SCHE Exemption,STATEN ISLAND,20,1
Personal STAR Exemption,BRONX,7,2
Personal STAR Exemption,BRONX,8,102
Personal STAR Exemption,BRONX,9,333
Personal STAR Exemption,BRONX,10,380
Personal STAR Exemption,BRONX,11,370
Personal STAR Exemption,BRONX,12,310
Personal STAR Exemption,BRONX,13,281
Personal STAR Exemption,BRONX,14,344
Personal STAR Exemption,BRONX,15,323
Personal STAR Exemption,BRONX,16,237
Personal STAR Exemption,BRONX,17,33
Personal STAR Exemption,BRONX,18,7
Personal STAR Exemption,BRONX,19,2
Personal STAR Exemption,BRONX,21,1
Personal STAR Exemption,BROOKLYN,7,1
Personal STAR Exemption,BROOKLYN,8,223
Personal STAR Exemption,BROOKLYN,9,797
Personal STAR Exemption,BROOKLYN,10,883
Personal STAR Exemption,BROOKLYN,11,863
Personal STAR Exemption,BROOKLYN,12,758
Personal STAR Exemption,BROOKLYN,13,680
Personal STAR Exemption,BROOKLYN,14,754
Personal STAR Exemption,BROOKLYN,15,743
Personal STAR Exemption,BROOKLYN,16,624
Personal STAR Exemption,BROOKLYN,17,90
Personal STAR Exemption,BROOKLYN,18,5
Personal STAR Exemption,BROOKLYN,19,3
Personal STAR Exemption,BROOKLYN,20,3
Personal STAR Exemption,BROOKLYN,21,1
Personal STAR Exemption,MANHATTAN,6,1
Personal STAR Exemption,MANHATTAN,7,5
Personal STAR Exemption,MANHATTAN,8,153
Personal STAR Exemption,MANHATTAN,9,502
Personal STAR Exemption,MANHATTAN,10,578
Personal STAR Exemption,MANHATTAN,11,592
Personal STAR Exemption,MANHATTAN,12,487
Personal STAR Exemption,MANHATTAN,13,483
Personal STAR Exemption,MANHATTAN,14,517
Personal STAR Exemption,MANHATTAN,15,540
Personal STAR Exemption,MANHATTAN,16,437
Personal STAR Exemption,MANHATTAN,17,53
Personal STAR Exemption,MANHATTAN,18,3
Personal STAR Exemption,MANHATTAN,19,1
Personal STAR Exemption,QUEENS,7,10
Personal STAR Exemption,QUEENS,8,429
Personal STAR Exemption,QUEENS,9,1259
Personal STAR Exemption,QUEENS,10,1467
Personal STAR Exemption,QUEENS,11,1372
Personal STAR Exemption,QUEENS,12,1220
Personal STAR Exemption,QUEENS,13,1217
Personal STAR Exemption,QUEENS,14,1239
Personal STAR Exemption,QUEENS,15,1281
Personal STAR Exemption,QUEENS,16,1034
Personal STAR Exemption,QUEENS,17,127
Personal STAR Exemption,QUEENS,18,16
Personal STAR Exemption,QUEENS,19,5
Personal STAR Exemption,QUEENS,21,4
Personal STAR Exemption,STATEN ISLAND,7,3
Personal STAR Exemption,STATEN ISLAND,8,146
Personal STAR Exemption,STATEN ISLAND,9,399
Personal STAR Exemption,STATEN ISLAND,10,432
Personal STAR Exemption,STATEN ISLAND,11,422
Personal STAR Exemption,STATEN ISLAND,12,359
Personal STAR Exemption,STATEN ISLAND,13,346
Personal STAR Exemption,STATEN ISLAND,14,360
Personal STAR Exemption,STATEN ISLAND,15,346
Personal STAR Exemption,STATEN ISLAND,16,260
Personal STAR Exemption,STATEN ISLAND,17,40
Personal STAR Exemption,STATEN ISLAND,18,6
Personal STAR Exemption,STATEN ISLAND,19,1
Personal STAR Exemption,STATEN ISLAND,20,1
Personal Veteran Exemption,BRONX,8,14
Personal Veteran Exemption,BRONX,9,59
Personal Veteran Exemption,BRONX,10,62
Personal Veteran Exemption,BRONX,11,57
Personal Veteran Exemption,BRONX,12,45
Personal Veteran Exemption,BRONX,13,46
Personal Veteran Exemption,BRONX,14,43
Personal Veteran Exemption,BRONX,15,32
Personal Veteran Exemption,BRONX,16,30
Personal Veteran Exemption,BRONX,17,8
Personal Veteran Exemption,BROOKLYN,8,43
Personal Veteran Exemption,BROOKLYN,9,109
Personal Veteran Exemption,BROOKLYN,10,154
Personal Veteran Exemption,BROOKLYN,11,148
Personal Veteran Exemption,BROOKLYN,12,118
Personal Veteran Exemption,BROOKLYN,13,129
Personal Veteran Exemption,BROOKLYN,14,106
Personal Veteran Exemption,BROOKLYN,15,140
Personal Veteran Exemption,BROOKLYN,16,90
Personal Veteran Exemption,BROOKLYN,17,8
Personal Veteran Exemption,BROOKLYN,18,1
Personal Veteran Exemption,MANHATTAN,7,1
Personal Veteran Exemption,MANHATTAN,8,12
Personal Veteran Exemption,MANHATTAN,9,53
Personal Veteran Exemption,MANHATTAN,10,54
Personal Veteran Exemption,MANHATTAN,11,60
Personal Veteran Exemption,MANHATTAN,12,45
Personal Veteran Exemption,MANHATTAN,13,57
Personal Veteran Exemption,MANHATTAN,14,60
Personal Veteran Exemption,MANHATTAN,15,49
Personal Veteran Exemption,MANHATTAN,16,51
Personal Veteran Exemption,MANHATTAN,17,4
Personal Veteran Exemption,QUEENS,7,2
Personal Veteran Exemption,QUEENS,8,94
Personal Veteran Exemption,QUEENS,9,253
Personal Veteran Exemption,QUEENS,10,269
Personal Veteran Exemption,QUEENS,11,304
Personal Veteran Exemption,QUEENS,12,235
Personal Veteran Exemption,QUEENS,13,233
Personal Veteran Exemption,QUEENS,14,279
Personal Veteran Exemption,QUEENS,15,225
Personal Veteran Exemption,QUEENS,16,179
Personal Veteran Exemption,QUEENS,17,27
Personal Veteran Exemption,QUEENS,18,1
Personal Veteran Exemption,QUEENS,22,1
Personal Veteran Exemption,STATEN ISLAND,8,48
Personal Veteran Exemption,STATEN ISLAND,9,165
Personal Veteran Exemption,STATEN ISLAND,10,170
Personal Veteran Exemption,STATEN ISLAND,11,167
